index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
19016,1028,3,03/04/2013,469,1,0,0,1,4323.926
665145,133,2,29/07/2014,839,1,1,0,1,8704.131
650423,897,4,30/10/2014,379,1,0,0,1,3707.8525
58891,708,1,24/02/2014,346,1,0,0,1,3216.5513
480721,804,3,08/01/2014,493,1,1,0,0,5928.4326
433058,1080,6,17/08/2013,756,1,0,0,0,7063.3022
2051,708,3,27/11/2013,367,1,0,0,0,3796.205
274972,1025,2,28/05/2013,978,1,1,0,0,8419.817
404666,926,1,02/09/2013,518,1,0,0,1,5174.5513
316072,218,1,06/01/2014,0,0,1,a,0,-220.67853
604150,187,1,09/12/2013,824,1,0,0,0,7521.5356
254344,120,1,11/02/2013,616,1,0,0,0,5310.589
37696,168,5,05/04/2013,627,1,0,0,1,5771.0713
243807,671,2,22/01/2013,674,1,1,0,0,7171.442
419035,1056,2,05/02/2013,275,1,1,0,0,3032.746
254196,87,3,21/05/2014,834,1,1,0,0,7018.518
404279,689,5,12/12/2014,721,1,0,0,0,7124.602
552373,245,2,11/11/2014,1139,1,1,0,0,9767.903
378347,69,7,19/10/2014,0,0,0,0,0,1.2448142
572219,162,4,23/07/2015,507,1,0,0,0,5748.4062
353019,383,6,11/05/2013,2391,1,0,0,0,17312.371
150565,1083,5,07/06/2013,310,1,1,0,0,4748.5186
339534,199,7,06/04/2014,0,0,0,0,0,-13.789991
23146,657,1,27/05/2013,907,1,1,0,0,9497.256
535437,975,5,24/01/2014,745,1,1,0,0,7216.676
437563,397,1,22/06/2015,640,1,0,0,0,5166.0615
410359,812,1,14/01/2013,878,1,0,0,0,6156.3013
398849,128,5,07/11/2014,661,1,1,0,0,6594.013
446143,439,2,01/07/2014,1048,1,1,0,0,9600.19
311377,164,2,17/03/2015,724,1,1,0,0,6902.9707
111102,442,7,11/05/2014,0,0,0,0,0,-96.78441
265998,615,2,18/11/2014,1045,1,0,0,0,8078.603
375385,492,5,27/02/2015,1159,1,0,0,0,8024.024
421193,282,3,06/11/2013,677,1,1,0,0,6744.629
269857,646,3,12/03/2014,643,1,0,0,0,5284.4473
279349,852,2,17/02/2015,702,1,1,0,0,6936.2515
449687,496,2,02/09/2014,945,1,1,0,0,8481.075
509301,647,3,08/04/2015,627,1,0,0,1,5331.3896
264445,639,3,16/04/2014,600,1,1,0,1,7044.172
512818,915,7,10/02/2013,0,0,0,0,0,-40.335274
151851,71,1,21/01/2013,538,1,1,0,0,5879.4595
624341,406,4,22/05/2014,462,1,1,0,0,5195.0522
638182,872,7,16/02/2014,0,0,0,0,0,20.133017
433538,80,1,03/11/2014,822,1,1,0,0,9998.871
666090,254,2,10/02/2015,215,1,0,0,0,2172.5645
709050,232,6,03/05/2014,281,1,0,0,0,2729.904
163855,939,2,04/02/2014,578,1,1,0,0,6950.0415
557751,749,6,11/05/2013,348,1,0,0,0,3518.7004
385829,383,6,13/06/2015,2095,1,0,0,0,16317.43
480271,823,7,10/03/2013,0,0,0,0,0,-72.018616
478468,207,1,24/02/2014,1248,1,0,0,0,9331.268
606506,495,7,31/08/2014,0,0,0,0,0,234.71875
519193,58,3,02/04/2014,448,1,1,0,0,5379.571
386388,600,1,01/12/2014,812,1,1,0,0,9896.273
351614,390,2,10/12/2013,1011,1,0,0,0,9127.518
351422,9,4,18/07/2013,593,1,1,0,0,6014.643
650822,774,4,31/01/2013,673,1,0,0,0,5444.2515
566961,653,5,16/01/2015,609,1,1,0,0,6181.21
493582,530,1,02/03/2015,506,1,1,0,0,5574.991
518626,377,7,28/12/2014,0,0,0,0,0,-73.38929
8621,659,4,29/08/2013,685,1,1,0,0,6617.8413
517001,733,3,28/05/2014,3825,1,0,0,0,14347.759
490681,822,7,17/08/2014,0,0,0,0,0,206.03448
344858,302,4,13/03/2014,231,1,0,0,0,2164.5964
211728,818,6,29/06/2013,506,1,0,0,0,4830.4995
378870,1093,2,21/10/2014,803,1,1,0,1,7012.9927
31526,335,1,16/09/2013,2452,1,0,0,0,12213.394
15156,643,5,18/04/2014,0,0,1,b,1,-117.18342
522413,119,4,09/05/2013,0,0,0,a,0,-45.148815
588867,170,3,02/10/2013,524,1,0,0,0,4668.5034
698210,997,5,09/08/2013,427,1,0,0,1,4262.785
113622,1049,6,03/08/2013,515,1,0,0,0,4911.9927
15234,784,7,14/09/2014,0,0,0,0,0,-54.51061
612542,32,4,08/01/2015,600,1,1,0,0,6557.6406
305095,632,1,26/01/2015,929,1,1,0,0,9695.965
274544,46,1,18/02/2013,822,1,1,0,0,8314.414
707620,146,3,28/01/2015,688,1,1,0,0,7441.0107
199759,349,4,29/01/2015,872,1,1,0,0,8323.6
437039,205,7,28/04/2013,0,0,0,0,0,-186.3706
321981,721,2,19/02/2013,729,1,1,0,0,7964.231
598962,714,4,09/07/2015,296,1,0,0,0,3609.1072
385034,594,1,28/01/2013,416,1,0,0,0,3503.8408
221232,926,3,11/09/2013,485,1,1,0,0,5314.642
236381,169,3,03/12/2014,630,1,1,0,0,7449.5327
222183,184,2,17/09/2013,524,1,0,0,0,4839.048
329310,653,4,05/06/2014,540,1,1,0,0,5754.8296
263725,214,5,19/07/2013,839,1,1,0,0,9854.891
288661,521,2,03/12/2013,435,1,1,0,0,5747.351
419664,566,6,10/08/2013,385,1,0,0,0,3333.2942
564932,765,5,17/04/2015,752,1,1,0,0,8292.137
645920,924,5,24/10/2014,477,1,1,0,0,5289.7754
497445,1109,4,16/07/2015,442,1,1,0,0,4884.1943
146578,986,6,14/02/2015,619,1,0,0,0,5317.666
62857,463,6,02/03/2013,678,1,0,0,0,6577.677
551552,304,4,08/08/2013,1049,1,0,0,0,6130.506
357622,77,1,07/04/2014,598,1,0,0,0,5217.2188
15242,982,7,12/01/2014,0,0,0,0,0,104.80498
622516,1087,6,15/02/2014,595,1,0,0,0,5532.061
78313,740,5,20/12/2013,743,1,1,0,0,9164.33
204378,370,7,30/11/2014,0,0,0,0,0,172.50374
692046,771,3,09/04/2014,658,1,0,0,0,5374.076
59597,113,6,29/03/2014,854,1,0,0,0,7498.0977
146573,781,1,22/07/2013,565,1,0,0,1,5067.0205
428350,93,6,27/04/2013,303,1,0,0,0,2866.8882
509217,600,2,09/09/2014,560,1,0,0,0,4745.791
667798,147,1,12/08/2013,1048,1,1,0,1,11031.313
209633,321,4,11/06/2015,471,1,0,0,0,4420.628
624575,542,3,01/07/2015,467,1,1,0,0,6133.0547
259484,318,2,25/11/2014,712,1,1,0,0,7968.55
339847,91,2,02/07/2013,678,1,1,0,0,7290.617
301332,440,5,28/06/2013,662,1,0,0,0,5646.627
277471,772,5,15/05/2015,572,1,0,0,1,5359.513
405213,848,7,15/06/2014,0,0,0,0,0,179.68059
561382,327,1,17/02/2014,1206,1,1,0,0,10908.052
249293,870,1,07/10/2013,1029,1,1,0,1,9797.418
584934,392,6,30/08/2014,478,1,0,0,0,4495.2793
585700,447,1,29/07/2013,708,1,1,0,1,7275.616
678867,407,5,29/11/2013,355,1,0,0,0,3800.3086
535808,671,7,01/02/2015,0,0,0,0,0,-7.841884
272286,583,2,12/08/2014,389,1,0,0,1,3542.644
169365,748,7,19/04/2015,0,0,0,0,0,78.65977
452847,401,3,29/05/2013,689,1,1,0,0,7078.4453
554696,789,3,22/07/2015,455,1,0,0,0,4166.8164
52187,649,2,31/03/2015,482,1,1,0,0,5385.3594
340378,418,5,15/03/2013,640,1,0,0,0,5481.185
142580,315,5,21/02/2014,488,1,1,0,0,4795.605
149394,886,4,21/11/2013,594,1,1,0,0,6113.8115
454796,504,3,02/04/2014,1005,1,1,0,0,8036.7646
491551,347,2,03/09/2013,261,1,0,0,1,3086.3018
384566,1022,6,29/03/2014,714,1,0,0,0,6887.156
466536,636,1,28/10/2013,527,1,0,0,1,4824.976
688545,522,1,25/11/2013,611,1,0,0,0,5899.9434
112420,551,7,11/01/2015,0,0,0,0,0,-103.75937
569252,85,1,21/01/2013,1044,1,1,0,0,9258.043
140438,937,4,11/09/2014,449,1,0,0,0,4540.9453
407480,156,5,08/08/2014,764,1,1,0,1,8573.191
195984,305,4,27/02/2014,453,1,0,0,0,4005.0706
151576,950,5,18/01/2013,509,1,0,0,0,5103.2485
426454,889,1,24/03/2014,408,1,0,0,0,4068.977
16921,996,5,17/04/2015,839,1,1,0,0,8953.676
344995,967,1,14/04/2014,1115,1,1,0,1,11321.915
197810,953,4,04/07/2013,665,1,1,0,0,7240.5684
392188,785,3,25/03/2015,463,1,0,0,0,4150.324
478316,532,1,23/09/2013,1364,1,1,0,0,13443.399
427916,176,5,07/11/2014,654,1,1,0,0,6129.241
381741,924,7,20/01/2013,0,0,0,0,0,122.1291
606798,530,3,10/06/2015,855,1,0,0,0,7218.4463
333345,1039,5,02/08/2013,871,1,1,0,1,7727.379
174869,324,1,14/10/2013,795,1,0,0,0,5846.1074
64328,224,6,04/05/2013,454,1,0,0,0,4804.1045
286075,56,3,18/02/2015,484,1,1,0,0,5540.113
193534,964,2,14/04/2015,1352,1,1,0,0,12318.036
174891,1023,5,25/07/2014,517,1,0,0,1,4800.022
430506,92,4,28/02/2013,475,1,0,0,0,4509.6367
100288,1033,3,14/08/2013,1433,1,1,0,0,15237.485
66968,304,1,04/08/2014,1318,1,1,0,1,13500.15
411227,858,4,02/04/2015,479,1,1,0,1,4639.518
17626,409,6,02/03/2013,550,1,0,0,0,5981.6675
178646,908,6,05/07/2014,203,1,0,0,0,1596.4772
483232,651,1,26/05/2014,909,1,0,0,0,7132.5024
155992,887,7,30/06/2013,0,0,0,0,0,40.299667
73528,409,3,24/07/2013,416,1,0,0,1,4625.238
603045,607,2,02/07/2013,530,1,1,0,0,6130.956
650264,1044,1,13/04/2015,1030,1,1,0,0,9120.998
498828,166,6,25/01/2014,812,1,0,0,0,6690.7363
640227,58,3,16/04/2014,614,1,1,0,1,6672.3486
223025,742,3,24/06/2015,762,1,0,0,0,6480.6846
545641,643,5,20/12/2013,1814,1,1,0,0,16550.162
300060,489,4,27/06/2013,699,1,0,0,0,5952.635
458863,264,7,17/03/2013,0,0,0,0,0,-113.243965
18125,146,7,17/08/2014,0,0,0,0,0,35.9641
290536,973,5,22/05/2015,888,1,1,0,0,7664.077
577372,1009,3,14/08/2013,517,1,1,0,1,5523.539
546367,561,3,30/04/2014,884,1,1,0,0,7718.4614
457724,727,4,29/01/2015,472,1,1,0,0,5230.962
507346,389,1,09/02/2015,1315,1,0,0,0,10621.399
601727,540,3,28/01/2015,437,1,1,0,0,5691.758
478974,195,1,13/01/2014,1236,1,0,0,0,8740.603
308918,334,2,12/05/2015,506,1,0,0,0,4099.99
277240,317,3,25/06/2014,458,1,0,0,0,4258.706
350630,1084,4,17/04/2014,1054,1,1,0,1,10022.4
554479,556,3,02/04/2014,960,1,1,0,0,8149.525
513161,644,6,17/01/2015,1150,1,0,0,0,9171.189
586285,324,4,30/07/2015,865,1,1,0,1,8014.764
134477,168,5,19/04/2013,696,1,0,0,0,6400.56
164754,144,3,21/05/2014,647,1,1,0,0,6679.186
395585,199,7,24/11/2013,0,0,0,0,0,7.3846564
422004,736,1,22/04/2013,602,1,1,0,0,7182.861
326351,75,3,19/03/2014,551,1,1,0,0,5484.3667
200889,64,6,07/03/2015,867,1,0,0,0,9853.411
293153,287,1,12/01/2015,953,1,1,0,0,10591.1455
133934,69,4,10/01/2013,1155,1,1,0,1,8750.828
628643,569,7,07/07/2013,0,0,0,0,0,-28.556486
589162,627,3,22/01/2014,612,1,1,0,0,6476.978
250308,1002,3,07/01/2015,727,1,1,0,0,6699.8174
215550,501,6,09/02/2013,185,1,0,0,0,1706.6553
710067,1037,5,01/11/2013,0,0,0,a,1,48.354164
652539,1007,6,19/04/2014,1198,1,0,0,0,8780.508
534882,1032,3,29/10/2014,847,1,0,0,1,6529.203
391330,107,1,23/06/2014,927,1,0,0,0,7734.5557
85778,629,2,19/11/2013,747,1,1,0,0,7531.7173
528582,855,1,09/02/2015,582,1,0,0,0,4641.951
541891,194,5,21/06/2013,430,1,1,0,0,4761.904
393428,758,2,17/06/2014,693,1,1,0,1,7011.671
202332,1062,7,21/04/2013,0,0,0,0,0,-84.08003
246318,418,3,18/03/2015,559,1,1,0,0,5426.814
54719,290,7,18/05/2014,0,0,0,0,0,-210.69453
169433,26,7,01/12/2013,0,0,0,0,0,82.11898
495296,872,2,17/02/2015,796,1,1,0,0,8054.0327
46654,730,5,03/05/2013,1343,1,1,0,0,12758.552
317949,830,1,25/02/2013,448,1,0,0,0,4103.343
208250,1070,3,22/07/2015,693,1,0,0,0,5793.5283
319470,84,3,04/02/2015,1591,1,1,0,0,15190.07
50652,745,6,05/07/2014,320,1,0,0,0,3054.4766
11594,552,6,22/06/2013,432,1,0,0,0,4365.334
541136,215,4,23/01/2014,546,1,1,0,0,5424.846
480371,864,1,05/01/2015,598,1,1,0,1,6953.436
100305,90,4,03/01/2013,901,1,0,0,1,6890.9927
394138,851,1,09/03/2015,424,1,0,0,0,3877.8523
442334,229,6,25/10/2014,616,1,0,0,0,6980.1357
453249,825,2,28/07/2015,668,1,1,0,0,7280.1465
141115,264,4,11/06/2015,754,1,0,0,0,5533.806
161604,477,5,22/02/2013,503,1,1,0,0,5413.4473
706278,716,5,16/01/2015,475,1,1,0,0,5454.402
283926,79,1,02/02/2015,723,1,1,0,0,8922.966
461265,156,5,16/01/2015,740,1,1,0,0,8280.769
348708,979,3,11/02/2015,523,1,0,0,0,4567.6875
475334,397,2,08/10/2013,920,1,1,0,0,8328.131
531954,546,6,26/04/2014,1386,1,0,0,0,12078.185
43899,124,3,24/07/2013,442,1,0,0,1,4145.6265
611704,44,4,23/04/2015,558,1,0,0,0,4593.641
509122,97,5,15/05/2015,786,1,0,0,1,7587.8154
17787,272,7,03/05/2015,0,0,0,0,0,-8.569887
282586,196,1,08/12/2014,778,1,0,0,0,6609.473
673527,183,7,12/04/2015,0,0,0,0,0,45.426674
240630,386,6,02/08/2014,545,1,0,0,0,5400.7803
379863,297,6,06/07/2013,478,1,0,0,0,4296.693
2305,191,1,27/07/2015,845,1,1,0,0,9632.023
331707,1025,3,04/03/2015,920,1,1,0,0,7732.1606
245811,234,6,04/04/2015,1316,1,0,0,0,12141.145
445946,488,7,15/03/2015,0,0,0,0,0,87.57583
146097,415,2,15/07/2014,471,1,1,0,0,6396.347
160396,234,7,28/06/2015,0,0,0,0,0,20.29952
616499,936,3,06/05/2015,938,1,1,0,0,8107.639
485342,158,2,25/03/2014,426,1,0,0,0,4936.433
429728,297,1,03/11/2014,1059,1,1,0,0,9798.08
168492,841,2,19/05/2015,426,1,1,0,0,4394.3037
690589,309,4,03/04/2014,620,1,1,0,0,7035.8975
71800,518,6,02/02/2013,591,1,0,0,0,5933.4507
356856,386,1,13/01/2014,608,1,0,0,0,5733.9053
395993,230,1,14/07/2014,1016,1,1,0,1,10997.213
708554,838,4,18/07/2013,769,1,1,0,1,7035.6367
673954,332,5,13/03/2015,511,1,0,0,0,4243.978
699703,656,5,07/11/2014,434,1,1,0,0,4728.2114
50217,1053,1,30/09/2013,1033,1,0,0,0,7748.508
194329,954,3,03/09/2014,1118,1,1,0,0,9371.605
587723,130,6,19/10/2013,417,1,0,0,1,4105.9346
293653,469,1,05/08/2013,1584,1,0,0,0,11373.048
292629,1034,4,04/07/2013,850,1,1,0,0,8168.848
664806,265,6,07/06/2014,324,1,0,0,0,2944.1313
114392,72,6,21/12/2013,509,1,0,0,0,4948.6562
368721,381,7,01/09/2013,0,0,0,0,0,39.358624
399093,852,1,18/08/2014,669,1,1,0,1,7131.5938
661144,319,3,06/08/2014,833,1,1,0,1,8538.371
628686,595,4,24/10/2013,1504,1,1,0,0,11909.141
583023,40,2,17/03/2015,629,1,1,0,0,6344.148
402619,644,2,02/04/2013,1020,1,0,0,1,7509.076
132008,1048,1,27/10/2014,433,1,0,0,0,4458.4414
123309,302,7,30/11/2014,0,0,0,0,0,1.3327103
408253,485,1,07/01/2013,394,1,1,0,0,4812.9067
427048,908,7,13/10/2013,0,0,0,0,0,26.897696
166764,647,3,08/07/2015,610,1,0,0,0,5320.7114
548841,425,3,05/06/2013,485,1,1,0,0,4761.643
618385,588,1,20/01/2014,696,1,1,0,0,7452.5156
229313,983,6,22/06/2013,1772,1,0,0,0,11277.285
19,22,3,22/05/2013,449,1,0,0,1,4060.989
201640,507,5,14/03/2014,544,1,0,0,0,5374.64
626612,247,3,24/09/2014,553,1,0,0,0,4947.281
392287,452,6,13/12/2014,343,1,0,0,0,3553.0642
398967,700,1,04/03/2013,472,1,1,0,0,5267.2437
127780,688,3,15/04/2015,367,1,1,0,0,4206.898
365021,690,7,12/07/2015,0,0,0,0,0,26.17222
216962,732,1,04/11/2013,601,1,1,0,0,7184.7065
543858,1002,5,26/04/2013,653,1,1,0,0,6088.3154
468667,533,5,07/03/2014,946,1,1,0,0,9582.669
54564,288,6,08/02/2014,469,1,0,0,0,5048.0806
340624,961,4,12/03/2015,605,1,0,0,0,5023.934
88863,406,7,30/06/2013,0,0,0,0,0,-55.555927
354323,795,3,06/02/2013,611,1,1,0,0,5933.2886
265282,622,5,31/05/2013,521,1,1,0,0,5580.017
482584,978,7,26/01/2014,0,0,0,0,0,-35.836475
378065,111,2,14/01/2014,456,1,0,0,0,4001.1736
269276,176,1,22/12/2014,1045,1,0,0,1,10258.805
416202,73,5,01/05/2015,0,0,1,a,0,-227.67426
292702,571,5,13/12/2013,616,1,0,0,0,7669.7026
663631,741,5,21/03/2014,833,1,1,0,0,7868.5903
152948,463,3,29/01/2014,994,1,0,0,0,6711.7563
523679,246,2,09/04/2013,1020,1,1,0,0,8689.541
60714,863,1,26/01/2015,1022,1,1,0,0,9784.582
596050,446,1,15/07/2013,981,1,1,0,0,9948.909
568323,126,3,18/03/2015,528,1,1,0,0,5675.4146
627930,676,6,19/01/2013,696,1,0,0,0,6742.6714
303748,878,1,26/08/2013,1158,1,1,0,1,11024.481
361063,112,4,19/03/2015,743,1,1,0,0,7143.46
673788,249,6,06/12/2014,593,1,0,0,0,6470.036
220108,929,4,17/04/2014,937,1,1,0,1,8149.3057
19502,923,1,17/02/2014,713,1,1,0,0,7516.761
287105,105,2,29/04/2014,640,1,1,0,0,6780.2896
283647,484,5,13/03/2015,799,1,0,0,0,6592.0303
161762,453,2,30/07/2013,1864,1,1,0,1,15792.593
454007,1044,4,11/12/2014,902,1,0,0,0,6995.0635
461302,562,4,16/04/2015,3202,1,1,0,0,20110.41
130833,724,3,01/07/2015,716,1,1,0,1,7975.2983
455898,500,2,17/02/2015,351,1,1,0,1,4607.5806
594321,994,1,15/12/2014,769,1,1,0,0,10492.956
620770,608,5,08/08/2014,925,1,1,0,1,8610.629
399813,467,2,12/02/2013,1664,1,0,0,0,12532.348
211170,819,5,30/01/2015,592,1,1,0,0,6393.3257
46167,727,1,12/01/2015,544,1,1,0,0,6341.3115
35844,590,5,27/03/2015,425,1,0,0,0,4178.5024
360541,681,2,14/04/2015,594,1,1,0,0,5758.7256
432423,480,5,24/01/2014,599,1,1,0,0,6071.1846
615463,927,1,09/02/2015,905,1,0,0,0,5788.336
520474,1005,3,27/03/2013,1102,1,1,0,1,9344.076
628622,734,1,04/05/2015,755,1,1,0,0,8575.065
534650,333,6,23/08/2014,1193,1,0,0,0,8160.2446
620846,715,5,08/11/2013,806,1,1,0,0,8090.5454
435790,1020,2,14/05/2013,1308,1,1,0,0,11596.611
546172,808,3,16/01/2013,503,1,0,0,0,5422.1084
596981,282,2,27/08/2013,719,1,1,0,0,7310.1235
549585,594,1,08/07/2013,500,1,0,0,1,4125.674
462635,86,5,07/11/2014,646,1,1,0,0,5423.0366
461096,678,3,20/03/2013,700,1,1,0,0,7275.137
67939,398,4,21/11/2013,625,1,1,0,0,6119.624
494260,179,1,12/01/2015,1081,1,1,0,0,11127.447
284925,473,3,17/09/2014,407,1,1,0,0,4224.947
423018,526,6,26/01/2013,977,1,0,0,0,8894.616
304961,77,1,25/03/2013,774,1,1,0,1,9365.86
596444,4,1,01/12/2014,1608,1,1,0,0,15219.231
352839,759,2,24/06/2014,635,1,0,0,0,4978.859
606049,647,3,10/04/2013,606,1,1,0,0,6058.3857
2435,725,3,08/07/2015,541,1,0,0,0,5192.401
123031,658,5,10/10/2014,677,1,1,0,1,6281.776
632744,1087,7,25/01/2015,0,0,0,0,0,-81.173645
173007,272,4,07/08/2014,662,1,1,0,1,6133.4717
139119,939,1,30/03/2015,735,1,1,0,1,9207.073
319206,24,7,20/07/2014,0,0,0,0,0,95.77285
418912,1036,5,22/05/2015,521,1,1,0,0,5661.425
311757,1066,6,29/06/2013,1095,1,0,0,0,10026.279
498779,520,5,14/02/2014,421,1,0,0,0,4358.373
353940,439,2,03/12/2013,1203,1,1,0,0,12216.928
149739,381,4,29/05/2014,0,0,0,a,0,13.130049
73308,598,7,06/04/2014,0,0,0,0,0,-72.74654
685005,508,6,26/04/2014,503,1,0,0,0,5016.508
91471,895,5,04/07/2014,899,1,1,0,0,8335.905
611562,480,5,11/04/2014,591,1,0,0,0,5395.1787
348929,492,4,27/02/2014,891,1,0,0,0,6457.3755
345320,1072,3,04/12/2013,689,1,1,0,0,7668.1865
341589,707,6,14/12/2013,533,1,0,0,0,5619.5303
357413,126,1,16/12/2013,944,1,1,0,0,11265.392
265960,275,3,16/01/2013,625,1,0,0,0,5241.075
35257,854,6,04/05/2013,794,1,0,0,0,6911.187
32552,1043,5,22/02/2013,1272,1,1,0,0,9710.474
399464,486,5,01/02/2013,491,1,0,0,0,4853.4404
46230,772,6,21/06/2014,468,1,0,0,0,4421.0645
280765,513,2,06/01/2015,2212,1,1,0,0,19165.75
321636,1014,1,24/11/2014,1847,1,1,0,0,19644.11
601742,875,3,10/04/2013,485,1,1,0,0,5298.5137
132758,980,1,21/04/2014,0,0,0,b,1,178.37784
15404,479,7,15/02/2015,0,0,0,0,0,-64.9419
217239,617,2,10/09/2013,707,1,1,0,0,7556.474
253600,559,4,09/10/2014,887,1,1,0,0,7361.072
294023,247,2,10/02/2015,564,1,0,0,0,5272.7373
654379,133,3,04/09/2013,619,1,0,0,0,5203.8145
210278,511,3,11/06/2014,831,1,0,0,0,6081.5415
123105,560,6,23/03/2013,2051,1,0,0,0,15819.243
535173,739,2,13/08/2013,858,1,1,0,1,9167.879
413547,448,7,13/04/2014,0,0,0,0,0,209.50188
364911,936,6,19/10/2013,841,1,0,0,0,6815.255
515228,772,2,26/11/2013,434,1,0,0,0,4122.521
290911,888,1,01/06/2015,919,1,1,0,0,10022.78
287270,586,3,20/02/2013,2221,1,1,0,0,14918.654
693854,59,6,24/08/2013,298,1,0,0,0,2675.476
92410,458,2,08/01/2013,657,1,1,0,1,7329.328
478250,641,6,06/12/2014,406,1,0,0,0,3580.4792
310441,766,7,02/03/2014,0,0,0,0,0,38.785255
86200,589,5,01/05/2015,0,0,1,a,0,32.235806
508987,922,6,24/01/2015,538,1,0,0,0,5208.7197
224914,1070,7,17/05/2015,0,0,0,0,0,129.38515
632383,870,1,14/01/2013,941,1,0,0,0,6934.824
53210,1098,7,01/02/2015,0,0,0,0,0,-21.908335
381918,1056,6,28/06/2014,496,1,0,0,0,4884.6353
173212,301,4,06/06/2013,606,1,1,0,0,6144.7676
613540,1057,5,21/02/2014,705,1,1,0,0,6711.077
32022,194,1,30/06/2014,541,1,1,0,0,6103.6206
30225,330,6,14/02/2015,501,1,0,0,0,4394.1807
360498,201,2,24/06/2014,353,1,0,0,0,3619.229
461053,198,7,18/01/2015,0,0,0,0,0,-6.4046683
611984,683,2,02/07/2013,1095,1,1,0,1,10372.664
364787,164,5,13/12/2013,649,1,0,0,0,5937.244
77253,950,6,17/01/2015,390,1,0,0,0,3821.2593
50764,345,7,14/07/2013,0,0,0,0,0,72.22774
513270,59,2,13/01/2015,682,1,1,0,0,7635.67
83279,85,3,25/12/2013,871,1,0,c,1,6531.9116
296747,131,7,22/03/2015,0,0,0,0,0,-11.345635
161787,832,4,31/07/2014,629,1,1,0,0,6152.4893
282092,3,5,16/08/2013,850,1,1,0,1,7774.4346
685922,679,6,06/07/2013,754,1,0,0,0,7014.369
420796,437,1,13/01/2014,506,1,0,0,0,4384.9434
504851,452,5,29/03/2013,0,0,1,b,1,170.6866
682353,682,1,24/11/2014,2217,1,1,0,0,16171.686
672374,469,1,13/01/2014,1228,1,0,0,0,8424.491
465692,663,2,17/12/2013,906,1,1,0,0,10099.696
643741,173,1,22/06/2015,900,1,0,0,0,6965.574
403703,825,6,24/05/2014,514,1,0,0,0,4898.639
478180,696,7,19/04/2015,0,0,0,0,0,112.471085
428050,958,1,14/01/2013,702,1,0,0,0,5463.8906
120375,398,4,13/02/2014,507,1,0,0,0,4253.1094
239522,717,3,01/01/2014,0,0,0,a,1,55.689117
99006,485,2,09/04/2013,388,1,1,0,0,4730.2954
124892,876,1,08/12/2014,1175,1,0,0,0,10161.453
158834,630,7,18/05/2014,0,0,0,0,0,-63.945686
66477,751,2,17/03/2015,657,1,1,0,0,7326.867
472221,730,5,24/10/2014,933,1,1,0,1,8488.136
321503,151,4,18/12/2014,810,1,1,0,0,9932.744
647271,328,1,07/10/2013,696,1,1,0,0,7330.147
96286,297,5,31/07/2015,802,1,1,0,1,7378.1567
45133,1052,7,21/12/2014,0,0,0,0,0,99.409
97601,311,7,25/08/2013,0,0,0,0,0,-42.91371
629504,1026,4,19/06/2014,0,0,1,a,0,29.012644
423253,890,5,17/04/2015,505,1,1,0,0,5402.937
707608,131,6,06/06/2015,567,1,0,0,0,5608.74
50117,1112,5,19/12/2014,998,1,1,0,0,12200.105
314000,460,4,04/12/2014,433,1,1,0,0,5622.7974
180000,906,3,11/12/2013,1200,1,0,0,0,11172.526
334502,1029,3,13/02/2013,792,1,0,0,0,5178.4595
326150,582,3,03/07/2013,782,1,1,0,0,7461.056
243263,391,6,07/03/2015,364,1,0,0,0,3361.1326
459928,230,2,09/12/2014,930,1,0,0,0,8331.683
611941,912,5,26/06/2015,646,1,0,0,0,5500.872
478001,967,3,30/07/2014,836,1,1,0,1,7667.155
694859,151,7,28/09/2014,0,0,0,0,0,97.15525
531746,839,3,25/02/2015,493,1,0,0,0,3924.2734
326456,269,6,08/11/2014,1070,1,0,0,0,8116.4316
303475,948,3,22/10/2014,1810,1,1,0,0,8178.599
679199,388,4,26/03/2015,1076,1,0,0,0,8899.015
322312,401,3,12/11/2014,684,1,1,0,0,7155.8965
616563,992,5,27/09/2013,801,1,1,0,0,6581.8438
442755,910,4,10/07/2014,509,1,0,0,0,4741.1157
187764,895,4,14/08/2014,673,1,0,0,1,5706.2607
536018,548,5,03/05/2013,468,1,1,0,0,6124.399
554598,336,1,04/05/2015,2454,1,1,0,0,19033.293
83062,601,7,17/05/2015,0,0,0,0,0,302.4842
433027,953,1,03/06/2013,662,1,1,0,0,8148.226
299064,579,4,10/01/2013,922,1,1,0,0,7943.7324
381357,1000,7,15/09/2013,0,0,0,0,0,185.30246
587377,119,3,02/01/2013,691,1,0,0,1,5871.0337
692503,814,7,02/06/2013,0,0,0,0,0,-58.18448
495704,608,1,28/01/2013,845,1,0,0,0,6704.478
260155,41,7,06/04/2014,0,0,0,0,0,-1.1752243
207471,923,5,26/12/2014,0,0,0,c,1,113.72978
445561,124,5,28/02/2014,789,1,0,0,0,6976.3276
567444,115,3,16/01/2013,341,1,0,0,0,3361.7996
687820,439,3,31/07/2013,1048,1,1,0,1,9390.483
298672,470,4,23/07/2015,1348,1,0,0,1,9154.122
251215,806,2,09/04/2013,592,1,1,0,0,8049.5317
241267,77,5,15/02/2013,537,1,0,0,0,4987.1484
351496,838,3,22/05/2013,699,1,0,0,0,5530.33
581684,995,7,24/11/2013,0,0,0,0,0,105.929924
74443,748,6,15/06/2013,454,1,0,0,0,4595.103
